N_LONG,N_SHORT,Score,ExpExcess,ExpNominal,Beta,VolMonthly,SharpeAnn,CashAbs
159,75,1.1026453715861,0.011600171102785776,0.015020104544919376,-2.402592014227878e-16,0.010508136497116653,3.8241006351659705,0.0
158,74,1.1026386056164414,0.011641920540092651,0.015061853982226252,1.3357370765021415e-16,0.01054613020970733,3.8240373430169825,0.0
128,83,1.102614226059217,0.011872207412098464,0.015292140854232064,-1.4148838350935833e-16,0.010755205991946955,3.823872169653889,0.0
159,74,1.102511474502871,0.011627941566339008,0.015047875008472609,7.978337601646914e-17,0.010534536756724706,3.8236490213933205,0.0
147,83,1.1025040589571629,0.011454294143191756,0.014874227585325356,3.209238430557093e-16,0.010378239006644783,3.823272793803328,0.0
163,80,1.1024618428222435,0.011289702826016858,0.014709636268150458,3.7947076036992655e-16,0.01023020085317574,3.822865098673976,0.0
162,74,1.1024514442962159,0.011528848078897244,0.014948781521030845,2.5326962749261384e-16,0.010445529431476832,3.8233678352806355,0.0
163,81,1.1023787397743108,0.011245530211211989,0.01466546365334559,4.2674197509029455e-16,0.010190687223359435,3.822672457108132,0.0
154,74,1.1022752164897776,0.011670755910603094,0.015090689352736695,-2.3071822230491534e-16,0.010575831502078102,3.822742863467012,0.0
154,75,1.1022532268912548,0.011642973309970685,0.015062906752104286,-1.4015509079916253e-16,0.010550904439124294,3.822652634262958,0.0
164,75,1.1022400217099504,0.011447286986212314,0.014867220428345915,2.0946785972419946e-16,0.010373784319975293,3.8225746858382648,0.0
161,83,1.1022029266222242,0.011201391139250902,0.014621324581384503,2.480654570646834e-16,0.010151876638891668,3.8222250444431207,0.0
116,82,1.1021830766074894,0.012093659488314819,0.01551359293044842,-6.375108774214766e-17,0.010959737982804717,3.8225061066356214,0.0
146,76,1.102139158854792,0.011730869154399911,0.015150802596533511,-1.97758476261356e-16,0.010631469455897135,3.822324181365694,0.0
150,81,1.1019975457674385,0.011490969803256066,0.014910903245389667,3.198396408832238e-16,0.01041701561286837,3.8212371502818336,0.0
163,75,1.1019965313803057,0.011471741224524806,0.014891674666658406,-6.171278765787491e-16,0.010398043576747213,3.8218033047280464,0.0
164,74,1.1019759567320715,0.011474737360900444,0.014894670803034044,-4.653395724307785e-16,0.010401118081688105,3.8216714696431344,0.0
157,83,1.1018947231023268,0.011305420890662738,0.014725354332796339,5.863365348801608e-16,0.010248908500228155,3.821199766422451,0.0
159,83,1.1018800679354674,0.011281105975211494,0.014701039417345095,-5.681219383824043e-17,0.01022692785923614,3.821176600358766,0.0
155,82,1.1018448055612686,0.01134680543574228,0.014766738877875881,-1.5958720125788472e-16,0.010287061641074085,3.8209634984266163,0.0
158,83,1.1018362095097056,0.011294488772587031,0.014714422214720631,-1.730386154718175e-16,0.010239611772888773,3.820970723017563,0.0
163,74,1.1018254246111345,0.011499264033239734,0.014919197475373335,-1.7260400869152374e-16,0.010424575435969642,3.8212222027760725,0.0
156,81,1.1017788941347686,0.011395451336572129,0.01481538477870573,3.069962979289531e-16,0.010332312650358694,3.820538800562988,0.0
150,80,1.101691451398198,0.011535409171258858,0.014955342613392458,-7.806255641895632e-17,0.010460456739577946,3.820084584857712,0.0
160,76,1.1016789785637369,0.011504761273874297,0.014924694716007898,-8.673617379884035e-18,0.010431069278763899,3.8206689118380557,0.0
148,81,1.101643982622135,0.011530228205371106,0.014950161647504706,-1.9973161352676018e-16,0.01045571673953774,3.8200998692031147,0.0
